checked_by,checked,entered_by,entered_date,collected_by,collected_date,row,column,position,transect,point,hitnumber_1,hitnumber_2,hitnumber_3,hitnumber_4,hitnumber_5,notes,correction_notes,hitnumber_6
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,2,0,brator,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,2,0.1,bromad,brodia,lit,,,HOLE,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,2,0.2,amsmen,brodia,lit,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,2,0.3,amsmen,hormur,brodia,bg,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,2,0.4,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,2,0.5,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,2,0.6,amsmen,brodia,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,2,0.7,amsmen,brodia,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,2,0.8,amsmen,brodia,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,2,0.9,amsmen,brodia,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,2,1,brodia,amsmen,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,2,1.1,brodia,amsmen,bg,,,hole,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,2,1.2,amsmen,brodia,amsmen,bg,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,2,1.3,amsmen,brodia,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,2,1.4,brodia,bg,,,,hole,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,2,1.5,brodia,amsmen,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,2,1.6,brodia,amsmen,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,2,1.7,brodia,amsmen,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,2,1.8,brodia,bromad,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,2,1.9,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,2,2,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,2,2.1,bg,,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,2,2.2,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,2,2.3,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,2,2.4,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,2,2.5,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,2,2.6,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,2,2.7,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,2,2.8,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,2,2.9,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,3,0,brodia,amsmen,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,3,0.1,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,3,0.2,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,3,0.3,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,3,0.4,brodia,amsmen,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,3,0.5,brodia,amsmen,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,3,0.6,brodia,amsmen,hormur,bg,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,3,0.7,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,3,0.8,brodia,amsmen,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,3,0.9,brodia,amsmen,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,3,1,amsmen,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,3,1.1,amsmen,brodia,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,3,1.2,amsmen,brodia,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,3,1.3,bg,,,,,HOLE,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,3,1.4,amsmen,brodia,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,3,1.5,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,3,1.6,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,3,1.7,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,3,1.8,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,3,1.9,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,3,2,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,3,2.1,brodia,hormur,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,3,2.2,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,3,2.3,brodia,bg,,,,HOLE,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,3,2.4,brodia,bg,,,,hole,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,3,2.5,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,3,2.6,brodia,amsmen,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,3,2.7,brodia,amsmen,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,3,2.8,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,4,L,3,2.9,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,1,0,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,1,0.1,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,1,0.2,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,1,0.3,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,1,0.4,amsmen,brodia,lit,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,1,0.5,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,1,0.6,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,1,0.7,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,1,0.8,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,1,0.9,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,1,1,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,1,1.1,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,1,1.2,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,1,1.3,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,1,1.4,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,1,1.5,brodia,amsmen,lit,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,1,1.6,brodia,amsmen,lit,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,1,1.7,brodia,amsmen,lit,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,1,1.8,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,1,1.9,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,1,2,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,1,2.1,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,1,2.2,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,1,2.3,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,1,2.4,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,1,2.5,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,1,2.6,brodia,luptru,lit,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,1,2.7,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,1,2.8,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,1,2.9,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,2,0,brodia,lit,,,,HOLE,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,2,0.1,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,2,0.2,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,2,0.3,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,2,0.4,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,2,0.5,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,2,0.6,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,2,0.7,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,2,0.8,brodia,lit,,,,HOLE,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,2,0.9,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,2,1,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,2,1.1,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,2,1.2,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,2,1.3,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,2,1.4,brodia,lit,,,,hole,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,2,1.5,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,2,1.6,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,2,1.7,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,2,1.8,brodia,lit,,,,HOLE,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,2,1.9,brodia,lit,,,,HOLE,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,2,2,brodia,luptru,lit,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,2,2.1,brodia,amsmen,lit,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,2,2.2,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,2,2.3,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,2,2.4,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,2,2.5,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,2,2.6,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,2,2.7,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,2,2.8,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,2,2.9,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,3,0,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,3,0.1,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,3,0.2,brodia,lit,,,,HOLE,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,3,0.3,brodia,lit,,,,HOLE,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,3,0.4,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,3,0.5,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,3,0.6,brodia,bg,,,,HOLE,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,3,0.7,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,3,0.8,brodia,brator,lit,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,3,0.9,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,3,1,brodia,lit,,,,HOLE,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,3,1.1,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,3,1.2,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,3,1.3,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,3,1.4,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,3,1.5,brodia,lit,,,,HOLE,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,3,1.6,brodia,lit,,,,HOLE,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,3,1.7,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,3,1.8,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,3,1.9,brodia,bg,,,,HOLE,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,3,2,lit,,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,3,2.1,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,3,2.2,brodia,lit,,,,HOLE,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,3,2.3,brodia,lit,,,,HOLE,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,3,2.4,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,3,2.5,amsmen,brodia,brator,lit,,HOLE,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,3,2.6,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,3,2.7,brodia,lit,,,,HOLE,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,3,2.8,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"AH, ARP",2023-03-13,C,5,L,3,2.9,brodia,lit,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,1,0,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,1,0.1,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,1,0.2,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,1,0.3,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,1,0.4,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,1,0.5,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,1,0.6,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,1,0.7,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,1,0.8,brodia,brator,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,1,0.9,brodia,brator,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,1,1,brodia,brator,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,1,1.1,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,1,1.2,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,1,1.3,brodia,brator,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,1,1.4,brodia,brator,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,1,1.5,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,1,1.6,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,1,1.7,brodia,brator,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,1,1.8,brodia,brator,amsmen,bg,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,1,1.9,brodia,brator,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,1,2,brodia,brator,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,1,2.1,brodia,brator,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,1,2.2,brodia,brator,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,1,2.3,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,1,2.4,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,1,2.5,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,1,2.6,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,1,2.7,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,1,2.8,brodia,brator,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,1,2.9,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,2,0,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,2,0.1,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,2,0.2,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,2,0.3,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,2,0.4,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,2,0.5,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,2,0.6,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,2,0.7,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,2,0.8,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,2,0.9,brodia,amsmen,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,2,1,brodia,brator,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,2,1.1,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,2,1.2,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,2,1.3,brodia,brator,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,2,1.4,brodia,schbar,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,2,1.5,brodia,bg,,,,HOLE,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,2,1.6,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,2,1.7,brodia,bg,,,,HOLE,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,2,1.8,brator,brodia,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,2,1.9,brodia,brator,amsmen,bg,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,2,2,brodia,amsmen,bg,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,2,2.1,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,2,2.2,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,2,2.3,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,2,2.4,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,2,2.5,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,2,2.6,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,2,2.7,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,2,2.8,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,2,2.9,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,3,0,brator,brodia,lit,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,3,0.1,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,3,0.2,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,3,0.3,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,3,0.4,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,3,0.5,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,3,0.6,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,3,0.7,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,3,0.8,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,3,0.9,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,3,1,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,3,1.1,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,3,1.2,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,3,1.3,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,3,1.4,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,3,1.5,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,3,1.6,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,3,1.7,brodia,bg,,,,,,
Karina Morales,y,Amy,2023-05-09,"CI, AR",2023-03-13,C,6,L,3,1.8,brodia,brator,bg,,,,,
